# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2018-06-30T00:00:00.0
# Date end (ISO 8601): 2019-06-14T00:00:00.0
# Latitude (positive North, ISO 19115): 36.6440
# Longitude (positive East, ISO 19115): 113.6419
# Altitude (m): 614.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2024-11-16
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;
TOA; Clear_sky_GHI;Clear_sky_BHI;Clear_sky_DHI;Clear_sky_BNI;GHI;BHI;DHI;BNI;Reliability
2019-05-12T21:45:00.0/2019-05-12T22:00:00.0;29.8796;11.0456;1.9021;9.1435;20.1981;11.0456;1.9021;9.1435;20.1981;0.9667
2019-05-12T22:00:00.0/2019-05-12T22:15:00.0;46.4482;21.0097;6.5401;14.4696;46.1426;20.1404;6.1258;14.0147;43.4477;1.0000
2019-05-12T22:15:00.0/2019-05-12T22:30:00.0;63.0843;33.0993;14.1732;18.9261;74.3497;30.3719;9.9324;20.4394;51.7440;1.0000
2019-05-12T22:30:00.0/2019-05-12T22:45:00.0;79.7165;46.6650;24.4448;22.2201;101.8424;40.0377;13.1973;26.8404;56.4958;1.0000
2019-05-12T22:45:00.0/2019-05-12T23:00:00.0;96.2738;61.1082;36.6946;24.4136;126.8358;48.8774;14.3349;34.5425;49.6142;1.0000
2019-05-12T23:00:00.0/2019-05-12T23:15:00.0;112.6852;75.9555;50.1252;25.8303;148.1720;54.8976;10.3715;44.5261;30.9733;1.0000
2019-05-12T23:15:00.0/2019-05-12T23:30:00.0;128.8805;90.9535;64.3502;26.6033;166.4083;64.5353;11.7837;52.7516;30.4443;1.0000
2019-05-12T23:30:00.0/2019-05-12T23:45:00.0;144.7903;105.9254;79.0924;26.8330;182.1159;83.7687;31.6366;52.1321;72.1743;1.0000
2019-05-12T23:45:00.0/2019-05-13T00:00:00.0;160.3467;120.7332;94.1342;26.5991;195.7619;90.8505;29.7209;61.1296;61.6352;1.0000
2019-05-13T00:00:00.0/2019-05-13T00:15:00.0;175.4832;134.8414;107.9932;26.8482;205.2723;111.8097;50.7270;61.0827;96.6081;1.0000
2019-05-13T00:15:00.0/2019-05-13T00:30:00.0;190.1348;148.1616;120.3878;27.7738;211.2096;128.2558;67.5207;60.7350;118.2879;1.0000
2019-05-13T00:30:00.0/2019-05-13T00:45:00.0;204.2387;161.0392;132.4464;28.5927;216.3272;144.5265;85.5909;58.9356;139.6688;1.0000
2019-05-13T00:45:00.0/2019-05-13T01:00:00.0;217.7347;173.4035;144.0818;29.3217;220.7506;158.1244;100.4069;57.7175;154.1889;1.0000
2019-05-13T01:00:00.0/2019-05-13T01:15:00.0;230.5651;185.1896;155.2168;29.9728;224.5816;158.6071;84.3998;74.2073;121.8508;1.0000
2019-05-13T01:15:00.0/2019-05-13T01:30:00.0;242.6749;196.3375;165.7836;30.5539;227.9038;131.2328;48.7631;82.4697;66.9114;1.0000
2019-05-13T01:30:00.0/2019-05-13T01:45:00.0;254.0124;206.7921;175.7217;31.0704;230.7861;164.3712;67.4548;96.9165;88.9819;1.0000
2019-05-13T01:45:00.0/2019-05-13T02:00:00.0;264.5291;216.5022;184.9766;31.5257;233.2842;174.0279;67.4794;106.5485;85.0919;1.0000
2019-05-13T02:00:00.0/2019-05-13T02:15:00.0;274.1799;225.4212;193.4982;31.9229;235.4428;190.1857;89.7359;100.4499;108.9437;1.0000
2019-05-13T02:15:00.0/2019-05-13T02:30:00.0;282.9236;233.5061;201.2409;32.2652;237.2970;205.9187;113.3934;92.5253;133.8725;1.0000
2019-05-13T02:30:00.0/2019-05-13T02:45:00.0;290.7229;240.7185;208.1627;32.5558;238.8743;204.6254;108.1946;96.4308;123.9078;0.7000
2019-05-13T02:45:00.0/2019-05-13T03:00:00.0;297.5443;247.0239;214.2261;32.7978;240.1964;243.3922;204.1551;39.2371;228.8169;0.9667
2019-05-13T03:00:00.0/2019-05-13T03:15:00.0;303.3587;252.2176;218.9191;33.2985;240.7549;252.2176;218.9191;33.2985;240.7549;1.0000
2019-05-13T03:15:00.0/2019-05-13T03:30:00.0;308.1414;256.2737;222.2070;34.0667;240.5771;256.2737;222.2070;34.0667;240.5771;1.0000
2019-05-13T03:30:00.0/2019-05-13T03:45:00.0;311.8718;259.3461;224.5464;34.7997;240.2010;259.3461;224.5464;34.7997;240.2010;1.0000
2019-05-13T03:45:00.0/2019-05-13T04:00:00.0;314.5342;261.4194;225.9245;35.4949;239.6285;261.4194;225.9245;35.4949;239.6285;1.0000
2019-05-13T04:00:00.0/2019-05-13T04:15:00.0;316.1171;262.4826;226.3335;36.1491;238.8591;262.4826;226.3335;36.1491;238.8591;1.0000
2019-05-13T04:15:00.0/2019-05-13T04:30:00.0;316.6138;262.5297;225.7709;36.7588;237.8901;262.5297;225.7709;36.7588;237.8901;1.0000
2019-05-13T04:30:00.0/2019-05-13T04:45:00.0;316.0224;261.5594;224.2387;37.3208;236.7163;261.5594;224.2387;37.3208;236.7163;1.0000
2019-05-13T04:45:00.0/2019-05-13T05:00:00.0;314.3453;259.5754;221.7439;37.8315;235.3299;259.5754;221.7439;37.8315;235.3299;1.0000
2019-05-13T05:00:00.0/2019-05-13T05:15:00.0;311.5900;256.5860;218.2985;38.2875;233.7202;256.5860;218.2985;38.2875;233.7202;1.0000
2019-05-13T05:15:00.0/2019-05-13T05:30:00.0;307.7682;252.6042;213.9196;38.6846;231.8739;252.6042;213.9196;38.6846;231.8739;1.0000
2019-05-13T05:30:00.0/2019-05-13T05:45:00.0;302.8964;247.6481;208.6297;39.0184;229.7751;247.6481;208.6297;39.0184;229.7751;1.0000
2019-05-13T05:45:00.0/2019-05-13T06:00:00.0;296.9956;241.7402;202.4572;39.2830;227.4047;241.7402;202.4572;39.2830;227.4047;0.6667
2019-05-13T06:00:00.0/2019-05-13T06:15:00.0;290.0911;234.8475;195.2531;39.5944;224.5290;234.8475;195.2531;39.5944;224.5290;1.0000
2019-05-13T06:15:00.0/2019-05-13T06:30:00.0;282.2126;227.0271;187.0847;39.9424;221.1386;227.0271;187.0847;39.9424;221.1386;1.0000
2019-05-13T06:30:00.0/2019-05-13T06:45:00.0;273.3938;218.3824;178.1889;40.1935;217.4138;218.3824;178.1889;40.1935;217.4138;1.0000
2019-05-13T06:45:00.0/2019-05-13T07:00:00.0;263.6727;208.9212;168.5874;40.3338;213.2779;208.9212;168.5874;40.3338;213.2779;1.0000
2019-05-13T07:00:00.0/2019-05-13T07:15:00.0;253.0909;198.6886;158.3450;40.3436;208.6908;198.6886;158.3450;40.3436;208.6908;1.0000
2019-05-13T07:15:00.0/2019-05-13T07:30:00.0;241.6938;187.7399;147.6144;40.1254;203.7169;187.7399;147.6144;40.1254;203.7169;1.0000
2019-05-13T07:30:00.0/2019-05-13T07:45:00.0;229.5305;176.1260;136.3963;39.7297;198.2031;176.1260;136.3963;39.7297;198.2031;1.0000
2019-05-13T07:45:00.0/2019-05-13T08:00:00.0;216.6529;163.9059;124.7417;39.1641;192.0330;163.9059;124.7417;39.1641;192.0330;1.0000
2019-05-13T08:00:00.0/2019-05-13T08:15:00.0;203.1162;151.1471;112.7397;38.4074;185.1122;151.1471;112.7397;38.4074;185.1122;1.0000
2019-05-13T08:15:00.0/2019-05-13T08:30:00.0;188.9787;137.9258;100.4919;37.4338;177.3323;137.9258;100.4919;37.4338;177.3323;1.0000
2019-05-13T08:30:00.0/2019-05-13T08:45:00.0;174.3009;124.3275;88.1142;36.2134;168.5661;124.3275;88.1142;36.2134;168.5661;1.0000
2019-05-13T08:45:00.0/2019-05-13T09:00:00.0;159.1456;110.4489;75.7369;34.7120;158.6622;110.4489;75.7369;34.7120;158.6622;1.0000
2019-05-13T09:00:00.0/2019-05-13T09:15:00.0;143.5778;96.3406;63.3410;32.9996;147.0427;96.3406;63.3410;32.9996;147.0427;1.0000
2019-05-13T09:15:00.0/2019-05-13T09:30:00.0;127.6644;82.1332;51.1314;31.0018;133.4480;82.1332;51.1314;31.0018;133.4480;1.0000
2019-05-13T09:30:00.0/2019-05-13T09:45:00.0;111.4734;68.0449;39.5026;28.5423;118.0056;68.0449;39.5026;28.5423;118.0056;1.0000
2019-05-13T09:45:00.0/2019-05-13T10:00:00.0;95.0743;54.2806;28.7199;25.5607;100.4952;54.2806;28.7199;25.5607;100.4952;1.0000
2019-05-13T10:00:00.0/2019-05-13T10:15:00.0;78.5373;41.1166;19.1219;21.9946;80.8524;41.1166;19.1219;21.9946;80.8524;1.0000
2019-05-13T10:15:00.0/2019-05-13T10:30:00.0;61.9332;28.9277;11.1262;17.8014;59.4333;28.9277;11.1262;17.8014;59.4333;1.0000
2019-05-13T10:30:00.0/2019-05-13T10:45:00.0;45.3334;18.2012;5.1877;13.0134;37.5237;18.2012;5.1877;13.0134;37.5237;1.0000
2019-05-13T10:45:00.0/2019-05-13T11:00:00.0;28.8087;9.5087;1.6575;7.8512;18.4063;9.5087;1.6575;7.8512;18.4063;0.5333
2019-05-13T11:00:00.0/2019-05-13T11:15:00.0;12.4301;3.2229;0.2622;2.9607;5.7677;3.2229;0.2622;2.9607;5.7677;0.5000
2019-05-13T11:15:00.0/2019-05-13T11:30:00.0;0.5745;0.1163;0.0040;0.1123;0.0000;0.1163;0.0040;0.1123;0.0000;0.8333
2019-05-13T11:30:00.0/2019-05-13T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T11:45:00.0/2019-05-13T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T12:00:00.0/2019-05-13T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T12:15:00.0/2019-05-13T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T12:30:00.0/2019-05-13T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T12:45:00.0/2019-05-13T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T13:00:00.0/2019-05-13T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T13:15:00.0/2019-05-13T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T13:30:00.0/2019-05-13T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T13:45:00.0/2019-05-13T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T14:00:00.0/2019-05-13T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T14:15:00.0/2019-05-13T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T14:30:00.0/2019-05-13T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T14:45:00.0/2019-05-13T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T15:00:00.0/2019-05-13T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T15:15:00.0/2019-05-13T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T15:30:00.0/2019-05-13T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T15:45:00.0/2019-05-13T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T16:00:00.0/2019-05-13T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T16:15:00.0/2019-05-13T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T16:30:00.0/2019-05-13T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T16:45:00.0/2019-05-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T17:00:00.0/2019-05-13T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T17:15:00.0/2019-05-13T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T17:30:00.0/2019-05-13T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T17:45:00.0/2019-05-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T18:00:00.0/2019-05-13T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T18:15:00.0/2019-05-13T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T18:30:00.0/2019-05-13T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T18:45:00.0/2019-05-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T19:00:00.0/2019-05-13T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T19:15:00.0/2019-05-13T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T19:30:00.0/2019-05-13T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T19:45:00.0/2019-05-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T20:00:00.0/2019-05-13T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T20:15:00.0/2019-05-13T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T20:30:00.0/2019-05-13T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T20:45:00.0/2019-05-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T21:00:00.0/2019-05-13T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-13T21:15:00.0/2019-05-13T21:30:00.0;1.1691;0.2129;0.0029;0.2100;0.0000;0.2129;0.0029;0.2100;0.0000;0.8333
2019-05-13T21:30:00.0/2019-05-13T21:45:00.0;14.3383;3.2094;0.0994;3.1101;2.0874;3.2094;0.0994;3.1101;2.0874;0.5000
2019-05-13T21:45:00.0/2019-05-13T22:00:00.0;30.7375;8.3042;0.5512;7.7530;5.7573;8.3042;0.5512;7.7530;5.7573;0.9667
2019-05-13T22:00:00.0/2019-05-13T22:15:00.0;47.2747;14.9660;1.7731;13.1929;12.2807;14.9660;1.7731;13.1929;12.2807;1.0000
2019-05-13T22:15:00.0/2019-05-13T22:30:00.0;63.8791;23.0967;4.0510;19.0457;20.9456;23.0967;4.0510;19.0457;20.9456;1.0000
2019-05-13T22:30:00.0/2019-05-13T22:45:00.0;80.4797;32.5024;7.4628;25.0397;30.7507;32.5024;7.4628;25.0397;30.7507;1.0000
2019-05-13T22:45:00.0/2019-05-13T23:00:00.0;97.0054;42.9406;11.9418;30.9988;40.9101;42.9406;11.9418;30.9988;40.9101;1.0000
2019-05-13T23:00:00.0/2019-05-13T23:15:00.0;113.3855;54.1541;17.3388;36.8153;50.8794;54.1541;17.3388;36.8153;50.8794;1.0000
2019-05-13T23:15:00.0/2019-05-13T23:30:00.0;129.5498;65.8999;23.4737;42.4262;60.3310;65.8999;23.4737;42.4262;60.3310;1.0000
2019-05-13T23:30:00.0/2019-05-13T23:45:00.0;145.4293;77.9632;30.1667;47.7965;69.0989;77.9632;30.1667;47.7965;69.0989;1.0000
2019-05-13T23:45:00.0/2019-05-14T00:00:00.0;160.9559;90.1609;37.2526;52.9084;77.1218;90.1609;37.2526;52.9084;77.1218;1.0000
2019-05-14T00:00:00.0/2019-05-14T00:15:00.0;176.0633;102.4397;44.7718;57.6679;84.7479;102.4397;44.7718;57.6679;84.7479;1.0000
2019-05-14T00:15:00.0/2019-05-14T00:30:00.0;190.6867;114.6759;52.6478;62.0281;92.0282;114.6759;52.6478;62.0281;92.0282;1.0000
2019-05-14T00:30:00.0/2019-05-14T00:45:00.0;204.7635;126.6549;60.5971;66.0578;98.6526;126.6549;60.5971;66.0578;98.6526;1.0000
2019-05-14T00:45:00.0/2019-05-14T01:00:00.0;218.2335;138.2715;68.5055;69.7660;104.6524;138.2715;68.5055;69.7660;104.6524;1.0000
2019-05-14T01:00:00.0/2019-05-14T01:15:00.0;231.0391;149.4320;76.2688;73.1633;110.0609;149.4320;76.2688;73.1633;110.0609;1.0000
2019-05-14T01:15:00.0/2019-05-14T01:30:00.0;243.1254;160.0525;83.7917;76.2608;114.9111;157.3319;78.0541;79.2778;107.1564;1.0000
2019-05-14T01:30:00.0/2019-05-14T01:45:00.0;254.4409;170.0575;90.9878;79.0698;119.2347;159.0411;67.0184;92.0228;87.8235;1.0000
2019-05-14T01:45:00.0/2019-05-14T02:00:00.0;264.9371;179.3799;97.7791;81.6009;123.0612;170.5932;77.9086;92.6846;97.9589;1.0000
2019-05-14T02:00:00.0/2019-05-14T02:15:00.0;274.5690;187.9603;104.0962;83.8642;126.4183;180.8649;87.1343;93.7306;105.9423;1.0000
2019-05-14T02:15:00.0/2019-05-14T02:30:00.0;283.2956;195.7468;109.8779;85.8689;129.3313;183.2023;80.8679;102.3343;95.0979;1.0000
2019-05-14T02:30:00.0/2019-05-14T02:45:00.0;291.0794;202.6945;115.0710;87.6235;131.8233;195.4209;98.5376;96.8833;112.9709;0.7000
2019-05-14T02:45:00.0/2019-05-14T03:00:00.0;297.8873;208.7646;119.6294;89.1352;133.9143;186.5724;68.7206;117.8518;76.9588;0.9667
2019-05-14T03:00:00.0/2019-05-14T03:15:00.0;303.6901;213.7698;123.2237;90.5461;135.3037;195.7716;78.9625;116.8090;86.6609;1.0000
2019-05-14T03:15:00.0/2019-05-14T03:30:00.0;308.4631;217.6825;125.8072;91.8752;136.0032;201.1404;84.0432;117.0972;90.8848;1.0000
2019-05-14T03:30:00.0/2019-05-14T03:45:00.0;312.1858;220.6356;127.6425;92.9930;136.3416;191.9697;62.9677;129.0020;67.2574;1.0000
2019-05-14T03:45:00.0/2019-05-14T04:00:00.0;314.8424;222.6127;128.7166;93.8962;136.3284;213.3569;104.5440;108.8129;110.6973;1.0000
2019-05-14T04:00:00.0/2019-05-14T04:15:00.0;316.4216;223.6026;129.0224;94.5803;135.9697;222.6385;126.6095;96.0290;133.4296;1.0000
2019-05-14T04:15:00.0/2019-05-14T04:30:00.0;316.9167;223.5991;128.5594;95.0397;135.2694;205.9448;84.4856;121.4592;88.8957;1.0000
2019-05-14T04:30:00.0/2019-05-14T04:45:00.0;316.3257;222.6015;127.3336;95.2678;134.2289;187.8873;56.7525;131.1348;59.8088;1.0000
2019-05-14T04:45:00.0/2019-05-14T05:00:00.0;314.6512;220.6145;125.3573;95.2573;132.8476;168.2146;32.3222;135.8924;34.2542;1.0000
2019-05-14T05:00:00.0/2019-05-14T05:15:00.0;311.9004;217.6485;122.6492;94.9993;131.1226;149.7865;26.7440;123.0424;28.5745;1.0000
2019-05-14T05:15:00.0/2019-05-14T05:30:00.0;308.0851;213.7192;119.2350;94.4842;129.0495;148.8236;21.5030;127.3206;23.2828;1.0000
2019-05-14T05:30:00.0/2019-05-14T05:45:00.0;303.2220;208.8558;115.1654;93.6904;126.6421;150.8034;24.0322;126.7712;26.4128;1.0000
2019-05-14T05:45:00.0/2019-05-14T06:00:00.0;297.3317;203.0797;110.4706;92.6091;123.8838;111.6584;10.8914;100.7670;12.2276;1.0000
2019-05-14T06:00:00.0/2019-05-14T06:15:00.0;290.4396;196.3553;105.0485;91.3068;120.5956;117.0530;13.3000;103.7531;15.2232;1.0000
2019-05-14T06:15:00.0/2019-05-14T06:30:00.0;282.5753;188.7217;98.9610;89.7607;116.7657;62.1590;1.2919;60.8671;1.5119;1.0000
2019-05-14T06:30:00.0/2019-05-14T06:45:00.0;273.7726;180.2858;92.4099;87.8759;112.5382;52.1989;0.3253;51.8736;0.3983;1.0000
2019-05-14T06:45:00.0/2019-05-14T07:00:00.0;264.0693;171.1003;85.4657;85.6346;107.9018;56.1988;0.3551;55.8437;0.4491;1.0000
2019-05-14T07:00:00.0/2019-05-14T07:15:00.0;253.5070;161.2257;78.2066;83.0190;102.8462;49.2114;0.2710;48.9404;0.3532;1.0000
2019-05-14T07:15:00.0/2019-05-14T07:30:00.0;242.1310;150.7317;70.7187;80.0130;97.3628;55.3292;3.4458;51.8834;4.8168;1.0000
2019-05-14T07:30:00.0/2019-05-14T07:45:00.0;229.9900;139.6979;63.0959;76.6020;91.4470;104.6028;16.9501;87.6527;24.6312;1.0000
2019-05-14T07:45:00.0/2019-05-14T08:00:00.0;217.1363;128.2142;55.4398;72.7744;85.0994;93.0553;15.2925;77.7628;23.3768;1.0000
2019-05-14T08:00:00.0/2019-05-14T08:15:00.0;203.6248;116.3822;47.8599;68.5223;78.3297;51.4683;1.8864;49.5819;3.0431;1.0000
2019-05-14T08:15:00.0/2019-05-14T08:30:00.0;189.5135;104.3166;40.4730;63.8437;71.1610;46.1192;0.9476;45.1716;1.6855;1.0000
2019-05-14T08:30:00.0/2019-05-14T08:45:00.0;174.8629;92.1474;33.4024;58.7450;63.6366;49.1672;2.4436;46.7236;4.6688;1.0000
2019-05-14T08:45:00.0/2019-05-14T09:00:00.0;159.7359;80.0225;26.7761;53.2464;55.8275;29.6390;0.3967;29.2423;0.8022;1.0000
2019-05-14T09:00:00.0/2019-05-14T09:15:00.0;144.1971;68.4070;21.0859;47.3211;48.6983;18.6045;0.0027;18.6018;0.0060;1.0000
2019-05-14T09:15:00.0/2019-05-14T09:30:00.0;128.3134;57.4025;16.2733;41.1292;42.2172;9.9533;0.0000;9.9533;0.0000;1.0000
2019-05-14T09:30:00.0/2019-05-14T09:45:00.0;112.1526;46.8543;11.9886;34.8657;35.5598;4.5342;0.0010;4.5332;0.0032;1.0000
2019-05-14T09:45:00.0/2019-05-14T10:00:00.0;95.7842;36.9523;8.3199;28.6324;28.8656;13.8897;0.0121;13.8776;0.0416;1.0000
2019-05-14T10:00:00.0/2019-05-14T10:15:00.0;79.2781;27.8834;5.3322;22.5512;22.3137;15.2706;0.1616;15.1090;0.7024;1.0000
2019-05-14T10:15:00.0/2019-05-14T10:30:00.0;62.7052;19.8124;3.0558;16.7566;16.1172;13.5708;0.1303;13.4406;0.6978;1.0000
2019-05-14T10:30:00.0/2019-05-14T10:45:00.0;46.1364;12.8613;1.4743;11.3869;10.4975;8.3953;0.0636;8.3317;0.4213;1.0000
2019-05-14T10:45:00.0/2019-05-14T11:00:00.0;29.6427;7.1062;0.5185;6.5877;5.6266;4.0108;0.0000;4.0108;0.0001;0.5333
2019-05-14T11:00:00.0/2019-05-14T11:15:00.0;13.2948;2.6306;0.0784;2.5522;1.6076;1.4847;0.0000;1.4847;0.0000;0.5000
2019-05-14T11:15:00.0/2019-05-14T11:30:00.0;0.8102;0.1297;0.0001;0.1296;0.0000;0.0732;0.0000;0.0732;0.0000;0.8333
2019-05-14T11:30:00.0/2019-05-14T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T11:45:00.0/2019-05-14T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T12:00:00.0/2019-05-14T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T12:15:00.0/2019-05-14T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T12:30:00.0/2019-05-14T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T12:45:00.0/2019-05-14T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T13:00:00.0/2019-05-14T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2019-05-14T13:15:00.0/2019-05-14T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
